Tempo, MFCC average, MFCC variance, Spectral centroid average, Spectral centroid variance, Spectral bandwidth average, Spectral bandwidth variance, Spectral roll-off average, Spectral roll-off variance, Spectral contrast average, Spectral contrast variance, Spectral flatness average,Spectral flatness variance, Zero crossing rate average, Zero crossing rate variance 
0.37363216044831965, -1.4650127684768826, 0.6551006787055683, -0.763188367564026, -0.5649906259134704, -1.1461775865677093, -0.5236644486510775, -0.9429260275106426, -0.4882011902607319, 0.4516607266178659, 0.43751296492094516, -0.7089433302153736, -0.45470726870214206, -0.35777307231740735, -0.5967642103267856, 
1.895818753598701, -1.4618877072683256, 2.981883871472103, 0.8959093373845181, 1.6918326190775304, -0.1639932487952241, 1.0635458116372984, 0.5298782456874662, 0.9255428505207434, -0.26788362595807175, -0.3605460130750759, -0.5742546424384273, -0.4387096507027112, 1.469935221868951, 1.920896983773349, 
-1.6998328204916597, -1.1737447683268218, 0.32657913607680383, -1.313091526198779, -0.7362184984103491, -1.5294582985715088, -0.5100756900728073, -1.4032038521705392, -0.706976261590185, 0.7291247440911246, 0.6627793144357578, -0.7515991991632075, -0.4558169683054402, -1.0700174437408454, -0.7348740624523923, 
-0.6492772301487372, -1.3329204266213874, 0.615954719551373, -0.8552614898883991, -0.49564119184635036, -1.1619256805189433, -0.4608522195491499, -0.9526740845706566, -0.3734695819109009, -0.6451087078774754, -0.681874860874956, -0.7173782020095845, -0.45352250399288124, -0.576899762922392, -0.5629626677009418, 
-1.6998328204916597, -1.5612935450450407, 1.5712206676621014, -1.7635062020703283, -0.8186428904571533, -2.2025751127468074, -0.7530133892629719, -1.738028420753707, -0.9384639572254883, 1.470158486690002, 0.09997314537236901, -0.776325508371767, -0.4562113436022527, -1.4497709392236893, -0.7312957658702111, 
-1.6390367793838518, -1.353479537646631, 2.4237969434070994, -0.8731795251220923, 0.24625920966399176, -1.7329057711498854, -0.005042991128931893, -1.049306998035167, -0.296066890054122, 1.423769670045927, 0.3719683206361385, -0.7368565633483444, -0.4498778171394972, -0.160459898424233, 0.11955888609387721, 
1.1727801218522695, -1.1935315793490988, 2.573302879948752, -0.6390032663109507, -0.41719263475122276, -1.2151806506072897, 0.061633925693655216, -0.7261377150672362, -0.5208905967734515, 0.4909624426979936, 0.1386734116033512, -0.7310228314555639, -0.4500902092590618, -0.2741545915888099, -0.40429501046393157, 
-0.9963357733870242, -1.0821914115401263, 1.374046099900203, -1.3928210908875458, -0.39408984801520974, -1.771293916856725, -0.14526440699468712, -1.3514967668956712, -0.5508348913398109, 1.2811610980026047, 0.791350190135537, -0.7596109823350193, -0.45569696948650523, -1.1347969782183365, -0.5101537315056528, 
-0.9963357733870242, -0.8481535602778693, 0.39012917750731885, -1.324812730840358, -0.7841021531262499, -1.405934975994237, -0.4968997451014357, -1.2455396249389725, -0.8405921244182565, 2.06825163032397, 1.2891907520317787, -0.7645113148543168, -0.4562680962115296, -1.2501442105277463, -0.706158347157671, 
-0.8892189390542194, -1.1427566531289235, 3.2979001515107664, -0.15838767292256525, 0.009942102086103358, -0.47205369459801205, -0.5907228057920753, -0.2173315193911685, -0.18725130543565455, 1.4650861497523373, 1.9051479623670629, -0.674753826346146, -0.4531248591150904, -0.11980743546131704, 0.0718189738354464, 
-1.2762216953533845, 0.48478347454424775, -0.17407331805497536, -0.6692177779098275, -0.7088388032088446, -0.4039330751604479, -0.32090209203288855, -0.5012966598351212, -0.5307887663954747, 0.16275100663793246, -0.16959190668039675, -0.6784529397064014, -0.45251402677892677, -0.82544165030542, -0.6305526224314275, 
-1.2762216953533845, 0.4821171219751585, -0.3275782208923019, -0.6719350896408037, -0.7076838471535835, -0.30408503705732115, -0.2615885213893128, -0.41335223201106286, -0.530644766331173, 0.0021697549957998105, 0.09997300559670821, -0.687714156467551, -0.45168878791132805, -0.9745006811694419, -0.6297935313910143, 
-1.1891460751860725, 0.4752676188943567, -0.1599923513191307, -0.6838389132069738, -0.6357082728961008, -0.2836609311241389, -0.19683683883918932, -0.4962107170212015, -0.3354064928580272, 0.00015610167467576994, 0.0686210091176802, -0.6732494803359538, -0.4506097629418606, -1.0214327928827267, -0.5337633268455751, 
-1.2762216953533845, -0.7070054316819745, 0.4535765041707201, -0.6329421827425933, -0.42767874328721966, -0.7578219204622556, 0.19689117543043172, -0.5373220881003984, -0.082180734791765, -0.7769627545040739, 0.7148078835320908, -0.7042940490791668, -0.45239691080650984, -0.37528998725264856, -0.3689721638151577, 
-0.03228426439178246, -1.032576358448069, 0.5689124899437161, -0.24308334352832447, -0.3257929574164009, 0.10610817161308578, -0.6736656003008025, 0.06663362105278155, -0.33909494441718985, -1.4563644888915916, -1.4092298702119852, -0.5920220439430147, -0.44884292726967684, -0.5283151120642721, -0.1133267007823077, 
0.37363216044831965, -0.8858389739062648, 1.5404493822678544, -0.6540408496386309, -0.68253989565236, -0.6269048137288569, -0.5418358125344352, -0.575678573488724, -0.7449260992743857, -1.2383961979973759, -1.3120233383306728, -0.6966850502209453, -0.4548071159073075, -0.6727470333227613, -0.6172121965335886, 
1.1727801218522695, -0.6675315411559961, 4.08915434760741, -1.2617806174408246, -0.6173033479405081, -1.278756095214333, 0.2998766461692538, -1.2646119104911786, -0.3675859518671137, -0.574596139086636, 0.35220806735148696, -0.7218583012211989, -0.4541299322402213, -1.1242207276913982, -0.7262668680715735, 
-0.03228426439178246, -0.5420638147662069, -0.7051827041996903, -1.182998797204875, -0.849731426041471, -1.6433870770083292, -0.9076463987874419, -1.3707809667317892, -0.9695320343674734, -0.5649866369076761, 0.026181562304747902, -0.7622453639398068, -0.4562668709642661, -0.8128823528046809, -0.7639530248931004, 
1.1727801218522695, -0.6550563147326481, 0.4334060682229967, -1.0373135376365057, -0.7312299557830308, -1.3874594965708276, 0.37029867621580037, -1.0257845125207796, -0.44568536108245627, -0.7350549628031534, -0.22344853448696994, -0.7507495993035032, -0.45561990581468725, -0.7877637578032066, -0.71368250309387, 
1.1727801218522695, -1.60349160325844, 1.1669852074712919, -1.0554118226538698, 0.220870366939749, -0.8034170371541658, 1.399986302912922, -0.9848850557254937, 0.9790472259063542, 1.0776435764159673, 0.7443358066952815, -0.5784634052939709, -0.4069980482570739, -1.1414071347976726, -0.26164842553020606, 
1.5101981500006043, -1.174904393929263, 0.876529807248459, -1.2361871991603444, -0.174245503673772, -0.9639745540077188, 0.8512313065685911, -1.1514496828814238, 0.49485599387910817, 2.1986590727593303, 1.4827116592378424, -0.7024930067454329, -0.44943368059808064, -1.4226692972484125, -0.603753871410409, 
1.5101981500006043, -1.0668700937614288, 0.9626030010831781, -1.2820979638093324, -0.3377261218310189, -0.8899483555514888, 0.3706388322200296, -1.1332250544648719, 0.2284153828117274, 0.4625370753746055, 0.09020578246930444, -0.705279878596549, -0.44791037313584825, -1.5132284423853128, -0.6455552070341843, 
1.895818753598701, -0.5082386587437518, 0.9980084129781359, -0.8023941329615729, 0.17850086415250782, -1.2920359774580334, -0.52384555351393, -1.0499427408869069, -0.21365924692904728, -1.0490001234260955, -0.5063952936730252, -0.7395245668767932, -0.4541531808926113, -0.11451931019784925, 0.5032594357753359, 
-0.9963357733870242, -0.43777616309275297, 0.1679811102981266, -1.4471279503322232, -0.6737565754588336, -1.4209217738031201, -1.0300702781492872, -1.4046872521579334, -0.6581775754763182, -0.6030213529869592, 0.7628763110186675, -0.7714956914719286, -0.4564743102599094, -1.2458476087511776, -0.43103297543574814, 
1.895818753598701, -0.3695904975603629, 0.8350341469061453, -1.2736248650727597, -0.5942459507082911, -1.1294299316409848, -0.7431186330570694, -1.1955278539354106, -0.352623484728854, -0.984461964288926, -0.7209724806919923, -0.7472467030845413, -0.4560198048684643, -1.140085103481804, -0.583141248668532, 
-0.5143100188894033, 0.095228313099942, -0.5635612342806595, -1.049581341023505, -0.8133194482054239, -0.509740410325744, -0.5789573142494939, -0.8657892281661649, -0.648011651780427, -0.8655062428863, -0.07992864492935299, -0.7213997480139137, -0.45595548812652054, -1.2303137407897387, -0.7313578374249853, 
-0.5143100188894033, -0.108990961239444, -0.4571667193754983, -1.3415327430347366, -0.7800476543367387, -0.7542320365729394, -0.2012258315121762, -1.2716050818603202, -0.37464296732062713, -1.2783471346447195, -1.339179173575529, -0.7408217365278358, -0.45561233915477295, -1.513558950214281, -0.768069489200921, 
-0.5143100188894033, -0.18275660620936332, -0.5908799093695762, -1.6623493483132405, -0.8447265153956511, -1.058829921800386, -0.3019100662364319, -1.7638819633911413, -0.6194372558925643, -1.3753389733954675, -1.3897092979062717, -0.7661380931592414, -0.45636652621417506, -1.709219584962621, -0.7832996082899657, 
1.1727801218522695, -0.5971089826282185, 2.3403254810813645, -1.5623906513514898, -0.6748594227861247, -0.9221128696695884, 0.21857159327092793, -1.6049462504560934, -0.22719499989771122, -1.372663613754977, -1.3907549586298649, -0.762764837890047, -0.456361600381117, -1.5228131694253508, -0.5783440173383789, 
1.5101981500006043, -0.6264561949938904, 1.9432961252150547, -1.2363208763283648, -0.7221055929891919, -1.11927203636333, -0.43439717516113785, -1.2567710819863815, -0.6078108324232383, -1.0630711631415588, -1.309036822004847, -0.7619924170679102, -0.45606171474149737, -1.1076953362430588, -0.5763144795052777, 
0.6104167416050453, -0.5351835785994691, 2.0842592030871594, -1.2314665270469873, -0.5296431355468016, -0.8136764983115913, -0.16999555803883723, -1.2290103107937278, -0.3951108428926594, -1.1817482671714805, -1.8743283170742195, -0.7549670486639561, -0.4560876930299377, -1.1847036603923202, -0.27878687764125293, 
1.895818753598701, -0.6180873518943353, 1.5919568326784923, -0.8287708941603734, -0.3774621248281773, -0.9102080074606294, -0.2809771497074572, -0.990818655675069, -0.6689527788818862, -1.3328299673639599, -1.598679678450005, -0.7399869077843257, -0.45586431517602455, -0.4232136224528334, 0.04065886969509189, 
0.875058332309621, -0.5615983046825155, 0.5685898619366284, -0.8945971138985095, -0.3560017021123976, -0.8726574234927337, -0.8016189579075556, -0.9352971132897593, -0.6594633264898229, -1.3246135478246848, -1.536343685410989, -0.7254437567966123, -0.45569195973087084, -0.7652892254334637, -0.29401038555878495, 
-0.6492772301487372, -0.45473117800927937, 0.8614658559145141, -1.3975232277502667, -0.6962359709908355, -1.0178150315993983, -0.48298741006299173, -1.3968464236531377, -0.5307802883600536, -1.197547861489563, -1.0588838722296094, -0.7586186390757922, -0.4563592674855123, -1.3522711296784864, -0.5996521904166692, 
2.3407656039041966, -0.496071765671119, 0.8776829303471718, -1.0271984465090058, -0.5787528599863144, -0.6861055783893566, 0.12966717032523603, -1.0130696554859748, -0.2891355266778066, -1.224971153997556, -1.1713454213622303, -0.7293930548833439, -0.45541077451526407, -1.0448988487393678, -0.4513707754506438, 
-0.6492772301487372, -0.432194594484301, -0.48565988559390105, -1.344757777576985, -0.8113082101745002, -0.892256782459361, -0.3717715748639416, -1.325219395690409, -0.6355937341088114, -1.3709941590232213, -1.4509552714461167, -0.7429333195877321, -0.4561275024443875, -1.3621863645474883, -0.7220822719684238, 
2.3407656039041966, -0.39786431290915236, 1.2088252312369856, -0.8523451749614669, -0.6412146458948135, -0.7884133185341836, -0.6074834007408049, -0.9395353989680276, -0.7100621399453014, -1.4013453837015326, -2.0360496763519826, -0.7396362400763681, -0.4562010137339744, -0.6667978924013584, -0.32494001691439794, 
1.5101981500006043, -0.1605392840741263, 0.8097893825354894, -1.2355989305123292, -0.4473875843986418, -1.3859576283657093, -0.5759791695312231, -1.2237124536958925, -0.47927457819029723, -1.488734770946422, -1.5956920874838156, -0.7574923005412033, -0.45614319258984487, -0.9487210705100311, -0.5451398675163238, 
1.1727801218522695, -0.26925835192410014, 1.7041274292758588, -1.525611751333691, -0.4224797252206683, -1.5181948095441502, -0.6370643747480998, -1.5712518793138628, -0.4784255092698547, -1.1377382319138518, -1.622209170921375, -0.7679951943685608, -0.45637811208839846, -1.2613814767126184, -0.48571874976652035, 
-0.03228426439178246, 0.008179027086813014, 0.9875798340474066, -1.3158794914852945, -0.4527902418427795, -1.427011696415977, -0.680539609190706, -1.2963990530781873, -0.4266257251550744, -1.2830868252939787, -1.5301751896021887, -0.7611150836929902, -0.4562914160011574, -1.1060427970982238, -0.5575120322527801, 
2.8598702625939425, -0.29657925227119913, 0.663441195426553, -0.8182884924635371, -0.5871814449527533, -0.18829248366223267, 0.03726029083742283, -0.542196116630408, -0.08852243182392912, -0.8675373578265944, -1.126029313433498, -0.7138544250382085, -0.4556070133808092, -1.036305645186231, -0.27773827238160487, 
1.895818753598701, -0.2948680250596141, 0.1759272955254058, -0.6505927268563332, -0.6766735123943128, -0.32241332129972966, 0.15912360541586942, -0.4637878315824518, -0.24636447067202927, -1.0652211452389184, -1.8981131151997004, -0.7158721665363609, -0.45529509845411076, -0.6129251162797706, -0.31685740062888285, 
-1.2762216953533845, -0.29418045625378025, -0.13128523675934703, -1.133295876106838, -0.8377253326254472, -0.6984909735171715, -0.45924202799256025, -1.0467640266282066, -0.526867232131177, -0.8505282025223866, -0.7758108906262554, -0.7446494675819423, -0.45604037050567686, -1.1764409646681513, -0.7222561825079837, 
-0.03228426439178246, -0.32440336395974406, 1.3210248293119529, -1.1680155728649555, -0.4629754754883463, -1.379935592594164, -0.7300623948698035, -1.2690621104533595, -0.4445536066227784, -1.333941803933256, -1.7208664729243255, -0.7541256229074619, -0.45619091826802766, -0.7811536012238696, -0.41515046226878694, 
-0.03228426439178246, -0.5445213491455451, 0.6107235786099541, -1.6510487269447673, -0.6125114610804925, -1.5083445780440536, -0.7522889528236351, -1.7458692492585028, -0.5207611485609908, -0.9891847614207763, 0.025912160633101436, -0.7637191186463563, -0.45624102344249245, -1.4332455477753498, -0.5772925656021058, 
-0.03228426439178246, -0.4724188829359982, 1.0400268375466377, -1.4123351623199796, -0.2723446345137988, -1.4909070815421812, -0.6466235900797691, -1.5326834796416255, -0.38492530583124385, -1.0735720174587033, -0.9399189519428178, -0.7641192324209446, -0.45636059102901977, -1.0194497459089262, -0.20797893517612304, 
-1.2762216953533845, -0.43622042025403546, -0.5189993398969202, -1.2019975664099265, -0.8217755130586271, -0.5981528768106263, -0.3894550655649088, -1.1453041686479357, -0.5506705186829324, -1.3210748293574868, -1.6420957126759759, -0.7273358541377266, -0.4558216830139735, -1.3274830425059754, -0.7508281048222663, 
0.37363216044831965, -0.4985683900699737, -0.5811368505265858, -1.1863651438495366, -0.7709149267797482, -0.5068044121625679, -0.13214078606021926, -1.0202747411390318, -0.3501519475970981, -1.4261637799265574, -0.8844371872772604, -0.7253931499621296, -0.4558030638541796, -1.4355591025781174, -0.7501636820850668, 
0.37363216044831965, -0.46808428532045315, -0.49295836680158545, -1.0998436941774625, -0.7196387376843731, -0.30668141901634405, -0.28909045679019874, -0.941230713239334, -0.20228033147885485, -1.323638110835327, -1.3831834433880674, -0.7111952452615782, -0.4544025957853001, -1.344338941783282, -0.727410968030875, 
-0.7738623482342761, -0.5054414489445582, 0.9572106964123125, -1.3951765169241928, -0.5968438776292315, -1.3220041353773488, -0.6345393319496744, -1.4932674228337326, -0.5918172084097648, -1.1786947000507264, -1.7107742284504117, -0.7632603772624434, -0.4556852633583366, -1.0363056451862294, -0.37612499228462987, 
-0.7738623482342761, -0.03351603128578664, 1.7784094737937775, -1.513359673565904, -0.4324767504754322, -1.3598774038015358, -0.43054663360664286, -1.5587489365629736, -0.3536221213786495, -0.7878285220555661, -0.8883559059718658, -0.7630036382779974, -0.45628896955637527, -1.2544408123043134, -0.2943114693281698, 
-0.7738623482342761, -0.011283560534554093, 1.558789451566263, -1.5579772365663618, -0.6470543298245357, -1.4181197666128895, -0.4568532113071478, -1.5695565650425567, -0.4968618197870869, -0.8343332586282117, -0.505021854804649, -0.7673907876544328, -0.4564150409596228, -1.3760676933640943, -0.5875983719529985, 
-0.8892189390542194, -0.06084823292038541, 1.9100609259234087, -1.3938837713242616, -0.3364969522262875, -1.3232654251594596, -0.6580596519974815, -1.4714402515906542, -0.36668829241530776, -1.0754743508204014, -1.220308230202953, -0.7646997041343555, -0.45633074314130434, -1.041263262620735, -0.13574353059483624, 
-0.7738623482342761, 0.07637854150079769, 0.2184865007554247, -0.8490487505617234, -0.4891691946062666, -1.103453942819979, -0.9602193470667644, -0.7952217716230042, -0.7853922684864432, -1.1345113543273528, -1.3232707024227814, -0.7567766698938405, -0.4560278167294802, -0.09039223868327183, 0.035440910755507773, 
-0.8892189390542194, 0.21056757335480125, 2.6895866331753266, -1.117324105167175, -0.20046746154735307, -1.3163467733628507, -0.7857630338519302, -1.2836841960433838, -0.25506875575390653, -0.9865146890950532, -0.37745498143891915, -0.7653198075051195, -0.45645250108336827, -0.5088151501552328, 0.02064722080824166, 
-0.8892189390542194, -0.3770965870346735, 1.4920293205551471, -0.962533909929425, -0.6168397906787157, -1.357618901681261, -0.8516191813056283, -1.0168841125964172, -0.711176938334139, -0.5117505708062831, -0.039867114325619395, -0.7599305295916614, -0.4562956237662867, -0.5633489419347517, -0.278674671369162, 
-0.7738623482342761, -0.3218613076412731, 1.0657216530786513, -1.1752877653645362, -0.7499731426619729, -1.2093563264187683, -0.5479327827047857, -1.0791869120669564, -0.7659283441535751, -1.2973146710763916, -1.3520973675363657, -0.7555708764233525, -0.45630549743378557, -1.0343225982124296, -0.5918725861588991, 
-0.9963357733870242, -0.38163280304009434, -0.161062113368423, -1.2785858806252417, -0.812026978298194, -1.4196020971477359, -0.9757251428280579, -1.2103618538093484, -0.8485683107567319, -1.2570766744803707, -1.162659389793591, -0.7645598049231116, -0.4564531082310699, -1.0346531060413973, -0.6407272153921239, 
-0.7738623482342761, -0.5833455165865021, -0.35378202125989544, -1.887418498039817, -0.8636386661460236, -1.7228172581014036, -0.7770952845972453, -1.9393469904714344, -0.6911214495894872, -0.7174234216039824, -0.15059560917706266, -0.7787166369217997, -0.45650937715808837, -1.678812864697677, -0.7708598626891403, 
-1.7574290699622148, -0.4177471788097812, 0.9148571218794483, -1.036314818903111, -0.5667214041082574, -1.1654593388674548, -0.529551155759352, -0.871934742399654, -0.5830230814600015, -1.19035251538673, -0.7207442755882821, -0.7609596783448842, -0.4562634133606273, -0.8099077823439793, -0.4171191222308597, 
3.473357586500006, -0.43341977386594194, 0.6820263792453863, -1.2195649139463323, -0.6708102775524696, -1.3891332025563379, -0.8306736757381248, -1.0793988263508691, -0.7096440589150268, -1.5446244831757696, -1.5894796106242721, -0.7674680729187239, -0.45641336514807856, -0.9725176341956402, -0.4959941630928115, 
1.5101981500006043, -0.2182188049926849, 0.12887347448319594, -1.6577273298583823, -0.7944825302156532, -1.3680830833674686, -0.7608808445144855, -1.5267498796920498, -0.49939105817483787, -1.101203400694004, -1.1674303431377613, -0.7699346474057007, -0.45646009915368235, -1.5528893818613287, -0.7426268547367986, 
2.3407656039041966, -0.12994666982544964, 0.92176604939351, -1.2441155265811827, -0.6124848620994991, -1.2498078980932943, -0.7421805276804655, -1.198918482478025, -0.45839393617735935, -1.166699270813439, -0.9218572485141556, -0.761230127570067, -0.45643858824594125, -0.994661658736415, -0.4469925271152175, 
1.5101981500006043, -0.09740829362327863, 0.27370571112531666, -1.458772757333374, -0.7634227067830355, -1.4397544687803177, -0.8801340585681006, -1.4396531090036437, -0.6431228622511734, -0.6411106057821099, 0.16561151218404407, -0.7683670243019126, -0.4564791712486284, -1.152644400982543, -0.6160268685741485, 
1.895818753598701, -0.6382948475728653, 1.825352311897512, -1.2851328261501098, -0.5370568282905324, -1.3185665058914757, -0.630727187437702, -1.3345436241825994, -0.476457213136102, -1.200961090622347, -1.3261060509791252, -0.7684441303455236, -0.45643871802475705, -1.0022633388026523, -0.26474272926443543, 
-1.2762216953533845, -0.4703124474460264, 1.9573874442451507, -1.3765086232648338, -0.6606545807288581, -1.2517354392581514, -0.8379189306645927, -1.4307527090792815, -0.5845328044540103, -0.4444771649664909, 0.28565720042716763, -0.7659328594437422, -0.4564652622516957, -1.0141616206454558, -0.37768155588897045, 
-1.2762216953533845, -0.3854784492398429, 1.0699776806903478, -1.2123155766752132, -0.7074251693706096, -1.0928101605429223, -0.8875929443901591, -1.0957162262122009, -0.6431189395780692, -0.9510942695693506, -0.5028802252614732, -0.7618069675193819, -0.4564317518906902, -0.9883820099860475, -0.4316235734243698, 
1.895818753598701, -0.4870814258577826, 1.0991791112786815, -0.8707872271576818, -0.5826145044734603, -1.039572379078149, -0.8455662529678866, -0.8236182856673991, -0.81338281877089, 0.052984050005748545, -0.2509409444070074, -0.7573007688459419, -0.4563582457116155, -0.34389174350080315, 0.15900242085449448, 
-0.9963357733870242, -0.4993128959899962, 0.1457321638933985, -1.4418763790681612, -0.8361898562770096, -1.5764576215528001, -1.0447439499853448, -1.3512848526117576, -0.847936886924689, 1.5259319673678235, 2.061511823910273, -0.770170335595155, -0.4564907385487078, -1.3033559709914004, -0.7160474660595015, 
2.8598702625939425, -0.734538359217175, 0.06830415184115615, -0.5768910437730619, -0.7146901588882795, -1.016168011251082, -1.1115403533742956, -0.5674139164161026, -1.0338743759283315, -0.10570427018661366, -0.28962229278336266, -0.751289600179182, -0.456367420101549, 0.020988899678535195, -0.13730743994530303, 
-0.6492772301487372, -0.6874723584247043, -0.4693192863897493, -1.6962179546716738, -0.8507071491591544, -1.4224120953378185, -0.684005722785489, -1.64838867865834, -0.6843629369054701, -0.7458872788511086, 0.3413629018470057, -0.7703416100534365, -0.4564625854803937, -1.5978384466008126, -0.7639845197796205, 
-0.6492772301487372, -0.7021026380133367, -0.3918978118989574, -1.5748988625260574, -0.8110200180912825, -1.2258239858242053, -0.3786005840033269, -1.4186735948962184, -0.5235825628261332, -0.06578315104018878, -0.25637634779933066, -0.7654000170483158, -0.45638316159803555, -1.6097367284436173, -0.7635015369717613, 
-1.6390367793838518, -0.7355597703406935, 0.2758808978832661, -1.4668162198537724, -0.7509525407523985, -1.3367668581454757, -0.4899501292277412, -1.324795567122583, -0.543708280073146, -0.6330857414559984, -0.2389857521075779, -0.7649182231595328, -0.4563290626986995, -1.42894894599878, -0.7233791634471697, 
-1.0960652398348079, -1.429395614027833, 0.2657812484650619, -1.2213483314060571, -0.6724489189787689, -0.5625876499890791, -0.11548743909082795, -1.1694623970140625, -0.04382154718839433, 3.985929680178584, 1.0761953848103343, -0.7468036168085104, -0.4549538050441877, -1.4573726192899263, -0.7271672729031073, 
-1.2762216953533845, -1.4969805354796364, 0.5280133479958623, -0.5145650254339573, 1.2589465571716394, -0.004643323783662745, 1.2901078709453546, -0.49536305988554724, 2.1427652710345684, 4.124464594995005, 1.4348196656585794, -0.6441607726025106, -0.4419368896309263, -0.7147215276015445, 0.5376643396236971, 
1.1727801218522695, -1.1675177917555732, 0.19421700636861997, -0.8950719273650221, -0.03857148748173651, -0.3317499322158315, 0.06072090925294575, -0.9954807699211643, 1.0269235776892085, 4.728124381478368, 1.4630120938608102, -0.7164303359344408, -0.4413230237642587, -0.965907477616304, -0.19897286678060006, 
-1.4345410047484979, -1.2668840512711752, 0.5320062547227079, -0.9788518746693365, 0.2776960402210813, -0.4237679578864503, 1.064611630014428, -0.8850734280022845, 1.2554152368372802, 4.686897585532261, 0.4585530819924453, -0.7283740295406449, -0.45138003489360784, -1.1658647141412135, -0.2784503506468046, 
